,district_Name,property_size,property_price
487,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
489,فيلا للبيع في شارع البشائر ، حي الحمراء ، الرياض ، الرياض,732 م²,"4,200,000 ريال"
491,فيلا للبيع في شارع حمدان بن ذي النون ، حي الرمال ، الرياض ، الرياض,312 م²,"1,700,000 ريال"
493,فيلا للبيع في حي بدر ، الرياض ، الرياض,500 م²,"800,000 ريال"
495,فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، حي طويق ، الرياض ، الرياض,200 م²,"970,000 ريال"
497,فيلا للبيع في شارع محمد الجمدي ، حي عكاظ ، الرياض ، الرياض,390 م²,"950,000 ريال"
499,فيلا للبيع في شارع علي البغدادي ، حي طويق ، الرياض ، الرياض,300 م²,"1,130,000 ريال"
501,فيلا للبيع في حي النرجس ، الرياض ، الرياض,766 م²,"7,000,000 ريال"
503,فيلا للبيع في شارع صالح راوه ، حي طويق ، الرياض ، الرياض,260 م²,"1,250,000 ريال"
505,فيلا للبيع في شارع لقاح ، حي عكاظ ، الرياض ، الرياض,309 م²,"1,000,000 ريال"
507,فيلا للبيع في شارع ابي خالد ، حي طويق ، الرياض ، الرياض,300 م²,"1,130,000 ريال"
509,فيلا للبيع في حي ، شارع هندا الشام ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"950,000 ريال"
511,فيلا للبيع في طريق الثمامة ، حي المونسية ، الرياض ، الرياض,288 م²,"1,750,000 ريال"
513,فيلا للبيع في حي بدر ، الرياض ، الرياض,242 م²,"1,000,000 ريال"
515,فيلا للبيع في شارع عبدالوهاب بن مجاهد ، حي طويق ، الرياض ، الرياض,315 م²,"1,300,000 ريال"
517,فيلا للبيع في طريق خريص ، حي النهضة ، الرياض ، الرياض,260 م²,"1,550,000 ريال"
519,فيلا للبيع في حي الرمال ، الرياض ، الرياض,312 م²,"1,370,000 ريال"
521,فيلا للبيع في شارع مسكان ، حي النرجس ، الرياض ، الرياض,240 م²,"2,600,000 ريال"
523,فيلا للبيع في شارع خبيب بن عدي الانصاري ، حي الرمال ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
525,فيلا للبيع في شارع محمد المعافري ، حي طويق ، الرياض ، الرياض,375 م²,"1,200,000 ريال"
527,فيلا للبيع في شارع بن عبدالعزيز ، حي طويق ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
529,"فيلا للبيع في طريق بدون اسم, الرمال, الرياض",300 م²,"1,350,000 ريال"
531,فيلا للبيع في شارع رقم 94 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,300,000 ريال"
533,فيلا للبيع في شارع فارس العشيره ، حي طويق ، الرياض ، الرياض,390 م²,"1,200,000 ريال"
535,فيلا للبيع في شارع الخيال ، حي طيبة ، الرياض ، الرياض,248 م²,"840,000 ريال"
537,فيلا للبيع في حي الرمال ، الرياض ، الرياض,300 م²,"1,350,000 ريال"
539,فيلا للبيع في شارع مسعود بن متعب ، حي ظهرة نمار ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
541,فيلا للبيع في شارع خديجة بنت خويلد ، حي طويق ، الرياض ، الرياض,200 م²,"880,000 ريال"
543,فيلا للبيع في شارع محمد بن البياني ، حي طويق ، الرياض ، الرياض,375 م²,"1,600,000 ريال"
545,فيلا للبيع في حي العارض ، الرياض ، الرياض,260 م²,"2,200,000 ريال"
547,فيلا للبيع في حي المونسية ، الرياض ، الرياض,375 م²,"2,500,000 ريال"
549,فيلا للبيع في شارع الضياء ، حي العليا ، الرياض ، الرياض,396 م²,"1,200,000 ريال"
551,فيلا للبيع في شارع البسالة ، حي الرمال ، الرياض ، الرياض,500 م²,"2,100,000 ريال"
553,فيلا للبيع في شارع اسعد بن احمد دهان ، حي الرمال ، الرياض ، الرياض,240 م²,"1,130,000 ريال"
555,فيلا للبيع في شارع رقم 118 ، حي ظهرة لبن ، الرياض ، الرياض,200 م²,"1,100,000 ريال"
557,فيلا للبيع في شارع محيي الدين البغوي ، حي طويق ، الرياض ، الرياض,360 م²,"1,450,000 ريال"
559,فيلا للبيع في شارع رقم 343 ، حي النرجس ، الرياض ، الرياض,250 م²,"2,700,000 ريال"
561,فيلا للبيع في شارع الحسين الهاشمي ، حي طويق ، الرياض ، الرياض,250 م²,"1,120,000 ريال"
563,فيلا للبيع في شارع السيف ، حي طويق ، الرياض ، الرياض,200 م²,"950,000 ريال"
565,فيلا للبيع في حديقة اليرموك ، شارع وثيلان ، حي اليرموك ، الرياض ، الرياض,322 م²,"2,200,000 ريال"
567,فيلا للبيع في شارع الغزاله ، حي طيبة ، الرياض ، الرياض,240 م²,"850,000 ريال"
569,فيلا للبيع في شارع محمد بن القيسي ، حي طويق ، الرياض ، الرياض,300 م²,"980,000 ريال"
571,فيلا للبيع في شارع اللوزه ، حي طويق ، الرياض ، الرياض,240 م²,"1,050,000 ريال"
573,فيلا للبيع في شارع محمد نور المارديني ، حي طويق ، الرياض ، الرياض,300 م²,"1,220,000 ريال"
575,فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
577,فيلا للبيع في شارع القواعد ، حي الحزم ، الرياض ، الرياض,312 م²,"1,150,000 ريال"
579,فيلا للبيع في شارع الظاهري ، حي طويق ، الرياض ، الرياض,318 م²,"1,150,000 ريال"
581,فيلا للبيع في شارع ابن زياده ، حي طيبة ، الرياض ، الرياض,232 م²,"830,000 ريال"
583,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,450 م²,"2,300,000 ريال"
585,فيلا للبيع في حي حطين ، الرياض ، الرياض,575 م²,"7,000,000 ريال"
587,فيلا للبيع في حي ، شارع عبدالقادر الجزائري ، حي الدار البيضاء ، الرياض ، الرياض,375 م²,"720,000 ريال"
589,فيلا للبيع في شارع سليمان بن عبدالملك بن مروان ، حي طويق ، الرياض ، الرياض,216 م²,"1,050,000 ريال"
591,فيلا للبيع في شارع عبدالرحمن الداخل ، حي طويق ، الرياض ، الرياض,300 م²,"1,250,000 ريال"
593,فيلا للبيع في شارع عبدالرحمن الهندي ، حي طويق ، الرياض ، الرياض,250 م²,"1,100,000 ريال"
595,فيلا للبيع في حي الياسمين ، الرياض ، الرياض,10975 م²,"9,800,000 ريال"
597,فيلا للبيع في حي ، شارع زياد الباهلي ، حي ظهرة نمار ، الرياض ، الرياض,312 م²,"1,500,000 ريال"
599,فيلا للبيع في شارع عبدالرحمن الداخل ، حي طويق ، الرياض ، الرياض,270 م²,"1,300,000 ريال"
601,فيلا للبيع في شارع المرسي ، حي طويق ، الرياض ، الرياض,400 م²,"1,300,000 ريال"
603,فيلا للبيع في حي الرمال ، الرياض ، الرياض,324 م²,"1,450,000 ريال"
605,فيلا للبيع في شارع ال طياش ، حي عكاظ ، الرياض ، الرياض,390 م²,"1,200,000 ريال"
607,فيلا للبيع في شارع الضياء ، حي الجنادرية ، الرياض ، الرياض,270 م²,"1,300,000 ريال"
609,فيلا للبيع في شارع الحسين الهاشمي ، حي طويق ، الرياض ، الرياض,375 م²,"1,750,000 ريال"
611,فيلا للبيع في شارع عبدالرحمن بن ابراهيم ، حي طويق ، الرياض ، الرياض,384 م²,"1,500,000 ريال"
613,فيلا للبيع في شارع الصحابة ، حي المونسية ، الرياض ، الرياض,360 م²,"1,900,000 ريال"
615,فيلا للبيع في شارع رقم 162 ، حي الجنادرية ، الرياض ، الرياض,270 م²,"1,400,000 ريال"
617,فيلا للبيع في شارع الحيرة ، حي الملقا ، الرياض ، الرياض,405 م²,"4,500,000 ريال"
619,فيلا للبيع في شارع القاسمي ، حي الرفيعة ، الرياض ، الرياض,1800 م²,"15,000,000 ريال"
621,فيلا للبيع في حي ، طريق السيل الكبير ، حي المهدية ، الرياض ، الرياض,200 م²,"1,350,000 ريال"
623,فيلا للبيع في شارع هاشم الخطيب ، حي طويق ، الرياض ، الرياض,300 م²,"1,190,000 ريال"
625,فيلا للبيع في شارع جبل الرحا ، حي الدار البيضاء ، الرياض ، الرياض,300 م²,"880,000 ريال"
627,فيلا للبيع في شارع محمد بن الربيع ، حي اشبيلية ، الرياض ، الرياض,675 م²,"3,500,000 ريال"
629,فيلا للبيع في شارع دقاف ، حي عكاظ ، الرياض ، الرياض,280 م²,"1,150,000 ريال"
631,فيلا للبيع في حي الدار البيضاء ، الرياض ، الرياض,225 م²,"901,000 ريال"
633,فيلا للبيع في شارع القناني ، حي عكاظ ، الرياض ، الرياض,300 م²,"1,100,000 ريال"
635,فيلا للبيع في شارع رقم 183 ، حي الملقا ، الرياض ، الرياض,360 م²,"4,000,000 ريال"
637,فيلا للبيع في طريق النفود ، حي عكاظ ، الرياض ، الرياض,350 م²,"1,000,000 ريال"
639,فيلا للبيع في شارع رقم 203 ، حي النرجس ، الرياض ، الرياض,400 م²,"4,500,000 ريال"
641,فيلا للبيع في شارع ابن كثير المخزومي ، حي الاندلس ، الرياض ، الرياض,340 م²,"2,330,000 ريال"
643,فيلا للبيع في شارع عبدالله المطرودي ، حي الزهرة ، الرياض ، الرياض,250 م²,"750,000 ريال"
645,فيلا للبيع في حي النرجس ، الرياض ، الرياض,312 م²,"3,150,000 ريال"
647,فيلا للبيع في شارع سودري ، حي العريجاء الوسطى ، الرياض ، الرياض,200 م²,"1,050,000 ريال"
649,فيلا للبيع في حي الرمال ، الرياض ، الرياض,500 م²,"2,400,000 ريال"
651,فيلا للبيع في شارع الإمام مسلم ، حي بدر ، الرياض ، الرياض,250 م²,"920,000 ريال"
653,فيلا للبيع في شارع طابا ، حي الروابي ، الرياض ، الرياض,400 م²,"1,800,000 ريال"
655,فيلا للبيع في شارع ابي الفرج الضحاك ، حي السويدي ، الرياض ، الرياض,625 م²,"1,300,000 ريال"
